client_id,parc_id,date
514b93a8-0975-4061-aaa1-bb412d3b64e7,bb1c287f-b844-469b-a155-f93b9dcd9361,2024-06-19
514b93a8-0975-4061-aaa1-bb412d3b64e7,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-11-28
514b93a8-0975-4061-aaa1-bb412d3b64e7,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-04-05
514b93a8-0975-4061-aaa1-bb412d3b64e7,fd7d8e40-3ff3-425a-a311-874a18aba3be,2022-08-05
514b93a8-0975-4061-aaa1-bb412d3b64e7,35f2f705-9d38-43e4-8e8c-4be556039204,2024-05-06
514b93a8-0975-4061-aaa1-bb412d3b64e7,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2022-08-08
514b93a8-0975-4061-aaa1-bb412d3b64e7,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-05-07
514b93a8-0975-4061-aaa1-bb412d3b64e7,1aba64ef-af08-4570-8422-0e23b9cb6168,2022-10-27
514b93a8-0975-4061-aaa1-bb412d3b64e7,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-12-30
514b93a8-0975-4061-aaa1-bb412d3b64e7,c2b6213e-f53f-40b1-9374-b7b085881277,2023-06-20
1b1684ff-8552-42fd-8594-7336e7b7ff89,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-02-18
1b1684ff-8552-42fd-8594-7336e7b7ff89,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-02-27
1b1684ff-8552-42fd-8594-7336e7b7ff89,6c6bd391-2d42-4e80-aba9-42a5df242a44,2024-06-09
1b1684ff-8552-42fd-8594-7336e7b7ff89,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-07-13
1b1684ff-8552-42fd-8594-7336e7b7ff89,35f2f705-9d38-43e4-8e8c-4be556039204,2024-03-25
1b1684ff-8552-42fd-8594-7336e7b7ff89,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2022-10-08
1b1684ff-8552-42fd-8594-7336e7b7ff89,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-08-04
1b1684ff-8552-42fd-8594-7336e7b7ff89,1aba64ef-af08-4570-8422-0e23b9cb6168,2024-05-25
1b1684ff-8552-42fd-8594-7336e7b7ff89,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2024-05-15
1b1684ff-8552-42fd-8594-7336e7b7ff89,c2b6213e-f53f-40b1-9374-b7b085881277,2024-03-14
e86d5c56-bd88-41c8-888c-601cb3b9baff,bb1c287f-b844-469b-a155-f93b9dcd9361,2024-04-23
e86d5c56-bd88-41c8-888c-601cb3b9baff,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-02-08
e86d5c56-bd88-41c8-888c-601cb3b9baff,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-01-05
e86d5c56-bd88-41c8-888c-601cb3b9baff,fd7d8e40-3ff3-425a-a311-874a18aba3be,2024-01-03
e86d5c56-bd88-41c8-888c-601cb3b9baff,35f2f705-9d38-43e4-8e8c-4be556039204,2023-05-07
e86d5c56-bd88-41c8-888c-601cb3b9baff,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2022-08-01
e86d5c56-bd88-41c8-888c-601cb3b9baff,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-12-15
e86d5c56-bd88-41c8-888c-601cb3b9baff,1aba64ef-af08-4570-8422-0e23b9cb6168,2024-05-13
e86d5c56-bd88-41c8-888c-601cb3b9baff,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2022-08-14
e86d5c56-bd88-41c8-888c-601cb3b9baff,c2b6213e-f53f-40b1-9374-b7b085881277,2023-02-09
b1a7e9ca-a775-41e7-9eb4-15c647f802be,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-05-05
b1a7e9ca-a775-41e7-9eb4-15c647f802be,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2022-10-20
b1a7e9ca-a775-41e7-9eb4-15c647f802be,6c6bd391-2d42-4e80-aba9-42a5df242a44,2024-01-18
b1a7e9ca-a775-41e7-9eb4-15c647f802be,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-12-27
b1a7e9ca-a775-41e7-9eb4-15c647f802be,35f2f705-9d38-43e4-8e8c-4be556039204,2023-09-29
b1a7e9ca-a775-41e7-9eb4-15c647f802be,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-03-10
b1a7e9ca-a775-41e7-9eb4-15c647f802be,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-03-31
b1a7e9ca-a775-41e7-9eb4-15c647f802be,1aba64ef-af08-4570-8422-0e23b9cb6168,2024-05-24
b1a7e9ca-a775-41e7-9eb4-15c647f802be,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-10-10
b1a7e9ca-a775-41e7-9eb4-15c647f802be,c2b6213e-f53f-40b1-9374-b7b085881277,2023-09-28
f83deaee-74a3-41fe-8798-d4f5fe038270,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-07-28
f83deaee-74a3-41fe-8798-d4f5fe038270,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-02-12
f83deaee-74a3-41fe-8798-d4f5fe038270,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-02-17
f83deaee-74a3-41fe-8798-d4f5fe038270,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-02-11
f83deaee-74a3-41fe-8798-d4f5fe038270,35f2f705-9d38-43e4-8e8c-4be556039204,2024-05-15
f83deaee-74a3-41fe-8798-d4f5fe038270,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2022-07-04
f83deaee-74a3-41fe-8798-d4f5fe038270,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-08-28
f83deaee-74a3-41fe-8798-d4f5fe038270,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-12-27
f83deaee-74a3-41fe-8798-d4f5fe038270,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-11-17
f83deaee-74a3-41fe-8798-d4f5fe038270,c2b6213e-f53f-40b1-9374-b7b085881277,2023-05-29
e5d22829-a044-4400-a4e3-1a82b9ed7766,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-12-30
e5d22829-a044-4400-a4e3-1a82b9ed7766,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-12-29
e5d22829-a044-4400-a4e3-1a82b9ed7766,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-12-20
e5d22829-a044-4400-a4e3-1a82b9ed7766,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-01-01
e5d22829-a044-4400-a4e3-1a82b9ed7766,35f2f705-9d38-43e4-8e8c-4be556039204,2024-01-02
e5d22829-a044-4400-a4e3-1a82b9ed7766,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2024-01-04
e5d22829-a044-4400-a4e3-1a82b9ed7766,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-05-24
e5d22829-a044-4400-a4e3-1a82b9ed7766,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-07-08
e5d22829-a044-4400-a4e3-1a82b9ed7766,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-09-22
e5d22829-a044-4400-a4e3-1a82b9ed7766,c2b6213e-f53f-40b1-9374-b7b085881277,2024-01-31
f6a46e78-7662-487b-bcf2-0764b137c503,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-05-31
f6a46e78-7662-487b-bcf2-0764b137c503,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-07-04
f6a46e78-7662-487b-bcf2-0764b137c503,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-01-21
f6a46e78-7662-487b-bcf2-0764b137c503,fd7d8e40-3ff3-425a-a311-874a18aba3be,2022-07-04
f6a46e78-7662-487b-bcf2-0764b137c503,35f2f705-9d38-43e4-8e8c-4be556039204,2024-06-19
f6a46e78-7662-487b-bcf2-0764b137c503,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-07-25
f6a46e78-7662-487b-bcf2-0764b137c503,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-10-29
f6a46e78-7662-487b-bcf2-0764b137c503,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-08-08
f6a46e78-7662-487b-bcf2-0764b137c503,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2022-12-30
f6a46e78-7662-487b-bcf2-0764b137c503,c2b6213e-f53f-40b1-9374-b7b085881277,2023-12-19
d377133c-90ef-4582-9671-09c3fe482c86,bb1c287f-b844-469b-a155-f93b9dcd9361,2024-03-27
d377133c-90ef-4582-9671-09c3fe482c86,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2024-04-09
d377133c-90ef-4582-9671-09c3fe482c86,6c6bd391-2d42-4e80-aba9-42a5df242a44,2022-09-03
d377133c-90ef-4582-9671-09c3fe482c86,fd7d8e40-3ff3-425a-a311-874a18aba3be,2024-05-19
d377133c-90ef-4582-9671-09c3fe482c86,35f2f705-9d38-43e4-8e8c-4be556039204,2023-09-05
d377133c-90ef-4582-9671-09c3fe482c86,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-08-11
d377133c-90ef-4582-9671-09c3fe482c86,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-05-16
d377133c-90ef-4582-9671-09c3fe482c86,1aba64ef-af08-4570-8422-0e23b9cb6168,2022-09-06
d377133c-90ef-4582-9671-09c3fe482c86,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-03-28
d377133c-90ef-4582-9671-09c3fe482c86,c2b6213e-f53f-40b1-9374-b7b085881277,2022-07-04
cd4db594-7b10-4f78-b2a8-120e18076a50,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-09-10
cd4db594-7b10-4f78-b2a8-120e18076a50,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2022-10-14
cd4db594-7b10-4f78-b2a8-120e18076a50,6c6bd391-2d42-4e80-aba9-42a5df242a44,2024-02-15
cd4db594-7b10-4f78-b2a8-120e18076a50,fd7d8e40-3ff3-425a-a311-874a18aba3be,2024-03-21
cd4db594-7b10-4f78-b2a8-120e18076a50,35f2f705-9d38-43e4-8e8c-4be556039204,2022-09-01
cd4db594-7b10-4f78-b2a8-120e18076a50,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-02-17
cd4db594-7b10-4f78-b2a8-120e18076a50,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-01-20
cd4db594-7b10-4f78-b2a8-120e18076a50,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-09-22
cd4db594-7b10-4f78-b2a8-120e18076a50,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-02-05
cd4db594-7b10-4f78-b2a8-120e18076a50,c2b6213e-f53f-40b1-9374-b7b085881277,2023-01-27
d3748895-38ca-487e-872b-8ae75eada92a,bb1c287f-b844-469b-a155-f93b9dcd9361,2022-09-13
d3748895-38ca-487e-872b-8ae75eada92a,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2024-03-04
d3748895-38ca-487e-872b-8ae75eada92a,6c6bd391-2d42-4e80-aba9-42a5df242a44,2022-10-14
d3748895-38ca-487e-872b-8ae75eada92a,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-12-21
d3748895-38ca-487e-872b-8ae75eada92a,35f2f705-9d38-43e4-8e8c-4be556039204,2023-11-10
d3748895-38ca-487e-872b-8ae75eada92a,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-04-06
d3748895-38ca-487e-872b-8ae75eada92a,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-02-17
d3748895-38ca-487e-872b-8ae75eada92a,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-09-05
d3748895-38ca-487e-872b-8ae75eada92a,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2024-02-29
d3748895-38ca-487e-872b-8ae75eada92a,c2b6213e-f53f-40b1-9374-b7b085881277,2024-03-29
9c278449-ff84-4403-8f6f-66f1ef6796db,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-07-05
9c278449-ff84-4403-8f6f-66f1ef6796db,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-03-10
9c278449-ff84-4403-8f6f-66f1ef6796db,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-09-22
9c278449-ff84-4403-8f6f-66f1ef6796db,fd7d8e40-3ff3-425a-a311-874a18aba3be,2024-02-27
9c278449-ff84-4403-8f6f-66f1ef6796db,35f2f705-9d38-43e4-8e8c-4be556039204,2023-05-14
9c278449-ff84-4403-8f6f-66f1ef6796db,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-08-12
9c278449-ff84-4403-8f6f-66f1ef6796db,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-12-16
9c278449-ff84-4403-8f6f-66f1ef6796db,1aba64ef-af08-4570-8422-0e23b9cb6168,2022-10-04
9c278449-ff84-4403-8f6f-66f1ef6796db,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-06-30
9c278449-ff84-4403-8f6f-66f1ef6796db,c2b6213e-f53f-40b1-9374-b7b085881277,2022-09-10
68a4f517-23f0-480a-a638-2f8f7de34e76,bb1c287f-b844-469b-a155-f93b9dcd9361,2022-09-20
68a4f517-23f0-480a-a638-2f8f7de34e76,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2022-12-19
68a4f517-23f0-480a-a638-2f8f7de34e76,6c6bd391-2d42-4e80-aba9-42a5df242a44,2022-11-21
68a4f517-23f0-480a-a638-2f8f7de34e76,fd7d8e40-3ff3-425a-a311-874a18aba3be,2024-03-14
68a4f517-23f0-480a-a638-2f8f7de34e76,35f2f705-9d38-43e4-8e8c-4be556039204,2023-06-26
68a4f517-23f0-480a-a638-2f8f7de34e76,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2024-06-02
68a4f517-23f0-480a-a638-2f8f7de34e76,99371bbc-fe82-4c1b-8f07-8c40a596678a,2022-10-11
68a4f517-23f0-480a-a638-2f8f7de34e76,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-03-30
68a4f517-23f0-480a-a638-2f8f7de34e76,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-01-27
68a4f517-23f0-480a-a638-2f8f7de34e76,c2b6213e-f53f-40b1-9374-b7b085881277,2024-03-31
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-11-02
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-12-26
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-07-22
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,fd7d8e40-3ff3-425a-a311-874a18aba3be,2022-08-01
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,35f2f705-9d38-43e4-8e8c-4be556039204,2023-02-27
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-07-08
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-11-17
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-12-25
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2024-04-21
88b1d4eb-57ee-43cc-b191-8a5fefcae6c0,c2b6213e-f53f-40b1-9374-b7b085881277,2023-02-24
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-09-24
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2024-03-16
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,6c6bd391-2d42-4e80-aba9-42a5df242a44,2022-09-01
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-07-14
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,35f2f705-9d38-43e4-8e8c-4be556039204,2023-03-10
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2022-08-31
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-08-09
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-12-06
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-10-20
5bfceced-15e6-4ae4-b719-d74a7c56ac9d,c2b6213e-f53f-40b1-9374-b7b085881277,2022-09-19
b5bdad7c-264b-46f3-8200-515a0ae696a4,bb1c287f-b844-469b-a155-f93b9dcd9361,2024-03-12
b5bdad7c-264b-46f3-8200-515a0ae696a4,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-02-26
b5bdad7c-264b-46f3-8200-515a0ae696a4,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-01-28
b5bdad7c-264b-46f3-8200-515a0ae696a4,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-10-19
b5bdad7c-264b-46f3-8200-515a0ae696a4,35f2f705-9d38-43e4-8e8c-4be556039204,2023-12-26
b5bdad7c-264b-46f3-8200-515a0ae696a4,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-06-28
b5bdad7c-264b-46f3-8200-515a0ae696a4,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-06-21
b5bdad7c-264b-46f3-8200-515a0ae696a4,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-08-11
b5bdad7c-264b-46f3-8200-515a0ae696a4,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2022-07-30
b5bdad7c-264b-46f3-8200-515a0ae696a4,c2b6213e-f53f-40b1-9374-b7b085881277,2024-05-17
5ec669c3-e7fb-478b-83b2-ec2b7488328d,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-01-21
5ec669c3-e7fb-478b-83b2-ec2b7488328d,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-06-15
5ec669c3-e7fb-478b-83b2-ec2b7488328d,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-02-24
5ec669c3-e7fb-478b-83b2-ec2b7488328d,fd7d8e40-3ff3-425a-a311-874a18aba3be,2022-07-16
5ec669c3-e7fb-478b-83b2-ec2b7488328d,35f2f705-9d38-43e4-8e8c-4be556039204,2023-09-12
5ec669c3-e7fb-478b-83b2-ec2b7488328d,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2022-12-02
5ec669c3-e7fb-478b-83b2-ec2b7488328d,99371bbc-fe82-4c1b-8f07-8c40a596678a,2022-11-29
5ec669c3-e7fb-478b-83b2-ec2b7488328d,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-10-22
5ec669c3-e7fb-478b-83b2-ec2b7488328d,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2022-08-08
5ec669c3-e7fb-478b-83b2-ec2b7488328d,c2b6213e-f53f-40b1-9374-b7b085881277,2022-08-05
9779f0dc-e322-485b-95d4-5d4001213e0e,bb1c287f-b844-469b-a155-f93b9dcd9361,2022-08-19
9779f0dc-e322-485b-95d4-5d4001213e0e,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-04-11
9779f0dc-e322-485b-95d4-5d4001213e0e,6c6bd391-2d42-4e80-aba9-42a5df242a44,2024-06-14
9779f0dc-e322-485b-95d4-5d4001213e0e,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-11-28
9779f0dc-e322-485b-95d4-5d4001213e0e,35f2f705-9d38-43e4-8e8c-4be556039204,2023-02-18
9779f0dc-e322-485b-95d4-5d4001213e0e,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-08-16
9779f0dc-e322-485b-95d4-5d4001213e0e,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-12-09
9779f0dc-e322-485b-95d4-5d4001213e0e,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-07-13
9779f0dc-e322-485b-95d4-5d4001213e0e,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2024-04-15
9779f0dc-e322-485b-95d4-5d4001213e0e,c2b6213e-f53f-40b1-9374-b7b085881277,2023-02-15
f34cabe1-3fe5-4d9b-ab16-5525c605089d,bb1c287f-b844-469b-a155-f93b9dcd9361,2022-07-09
f34cabe1-3fe5-4d9b-ab16-5525c605089d,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-01-08
f34cabe1-3fe5-4d9b-ab16-5525c605089d,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-10-25
f34cabe1-3fe5-4d9b-ab16-5525c605089d,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-05-18
f34cabe1-3fe5-4d9b-ab16-5525c605089d,35f2f705-9d38-43e4-8e8c-4be556039204,2023-02-09
f34cabe1-3fe5-4d9b-ab16-5525c605089d,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2024-05-24
f34cabe1-3fe5-4d9b-ab16-5525c605089d,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-01-27
f34cabe1-3fe5-4d9b-ab16-5525c605089d,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-11-26
f34cabe1-3fe5-4d9b-ab16-5525c605089d,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2022-07-11
f34cabe1-3fe5-4d9b-ab16-5525c605089d,c2b6213e-f53f-40b1-9374-b7b085881277,2023-11-20
0f1a68aa-5d40-4143-a216-0b4c383f2f66,bb1c287f-b844-469b-a155-f93b9dcd9361,2023-01-13
0f1a68aa-5d40-4143-a216-0b4c383f2f66,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-02-26
0f1a68aa-5d40-4143-a216-0b4c383f2f66,6c6bd391-2d42-4e80-aba9-42a5df242a44,2022-12-29
0f1a68aa-5d40-4143-a216-0b4c383f2f66,fd7d8e40-3ff3-425a-a311-874a18aba3be,2024-03-17
0f1a68aa-5d40-4143-a216-0b4c383f2f66,35f2f705-9d38-43e4-8e8c-4be556039204,2023-01-30
0f1a68aa-5d40-4143-a216-0b4c383f2f66,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-01-27
0f1a68aa-5d40-4143-a216-0b4c383f2f66,99371bbc-fe82-4c1b-8f07-8c40a596678a,2023-12-11
0f1a68aa-5d40-4143-a216-0b4c383f2f66,1aba64ef-af08-4570-8422-0e23b9cb6168,2022-09-10
0f1a68aa-5d40-4143-a216-0b4c383f2f66,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2024-02-10
0f1a68aa-5d40-4143-a216-0b4c383f2f66,c2b6213e-f53f-40b1-9374-b7b085881277,2022-09-04
06ed1f1b-2528-4fef-b26f-b7265255276a,bb1c287f-b844-469b-a155-f93b9dcd9361,2022-07-16
06ed1f1b-2528-4fef-b26f-b7265255276a,05fa7e8f-6106-4a9d-bca0-44a8d8d6895c,2023-10-26
06ed1f1b-2528-4fef-b26f-b7265255276a,6c6bd391-2d42-4e80-aba9-42a5df242a44,2023-03-11
06ed1f1b-2528-4fef-b26f-b7265255276a,fd7d8e40-3ff3-425a-a311-874a18aba3be,2023-07-22
06ed1f1b-2528-4fef-b26f-b7265255276a,35f2f705-9d38-43e4-8e8c-4be556039204,2022-11-09
06ed1f1b-2528-4fef-b26f-b7265255276a,fe088fde-1d1f-4410-b04b-d8fb6fb3a75c,2023-03-23
06ed1f1b-2528-4fef-b26f-b7265255276a,99371bbc-fe82-4c1b-8f07-8c40a596678a,2024-04-13
06ed1f1b-2528-4fef-b26f-b7265255276a,1aba64ef-af08-4570-8422-0e23b9cb6168,2023-08-26
06ed1f1b-2528-4fef-b26f-b7265255276a,5d6855a7-3291-4ae7-b9eb-a1ee50257333,2023-12-10
06ed1f1b-2528-4fef-b26f-b7265255276a,c2b6213e-f53f-40b1-9374-b7b085881277,2023-02-28
